ride_id,booking_date,pickup_time,city,driver_id,rider_id,vehicle_type,distance_km,fare_amount,payment_method,ride_status,driver_rating,rider_rating,surge_multiplier,promo_code_used,trip_duration_mins
RD009573,2024-02-25,15:15,Jakart,DRV0439,RDR00220,Eco,5.67,12.85,card,Completed,4.1,5.0,1.5,No,23.2
RD007776,2024-11-02,22:51,Manila,DRV0777,RDR03641,Economy,9.4,19.61,Cash,Completed,4.6,5.1,1.5,No,59.4
RD006862,24/05/2024,21:22,Manilla,DRV0214,RDR04229,Premium,1.84,6.17,cash,Completed,4.4,3.7,1.5,no,10.0
RD012096,2024-12-26,07:11 AM,Jakart,DRV0713,RDR04634,Premium,4.93,9.13,E-Wallet,Completed,3.1,5.3,1.0,No,26.2
RD000961,11-Jul-2024,08:26:57,Manilla,DRV0468,RDR01794,Premium ,4.28,10.59,cash,Completed,4.9,5.3,1.0,No,16.1
RD004292,2024-04-30,21:07:50,bangkok,DRV0606,RDR02812,economy,3.31,6.2,E-Wallet,Completed,5.2,3.7,1.2,No,19.9
RD011602,2024-12-12,19:19:14,Singapore,DRV0369,RDR04055,economy,6.92,6569.2,E-Wallet,Completed,5.1,3.8,1.2,No,31.8
RD011256,03-08-2024,07:51:16,Singapore,DRV0533,RDR00654,Premium ,0.07,2.29,,Completed,4.7,5.2,1.0,yes,3.3
RD004404,2024-06-10,07:25,bangkok,DRV0272,RDR00169,PREMIUM,2.1,8.02,eWallet,Completed,3.7,3.2,1.0,No,7.9
RD000884,2024-07-05,01:52:34,Manila,DRV0342,RDR04070,ECONOMY,2.5,7.45,Cash,Completed,2.8,5.3,1.0,No,8.1
RD007795,26/03/2024,07:22 PM,bangkok,DRV0118,RDR04276,Economy,8.26,13.14,eWallet,completed,3.9,4.7,1.0,No,48.6
RD010833,05-28-2024,18:50:12,Ho Chi Minh,DRV0758,RDR01666,Economy,2.29,5.44,cash,Completed,2.3,4.4,1.2,No,14.1
RD011034,2024-10-15,08:24:56,Manila,DRV0280,RDR03452,Motorbike,3.94,10.06,Cash,COMPLETED,4.8,4.6,1.0,FALSE,19.5
RD002482,2024-10-24,12:55:33,BKK,DRV0539,RDR00076,Economy,5.18,,Cash,Completed,0.6,4.9,1.0,No,13.2
RD005275,2024-09-08,07:36:15,Ho Chi Minh City,DRV0535,RDR02810,Prem,2.97,8.39,CASH,Completed,4.1,2.2,1.0,Yes,17.5
RD008317,2024-07-12,13:15:01,kuala lumpur,DRV0078,RDR02082,Economy,2.91,6.15,CASH,Canceled,5.1,4.4,1.5,Yes,15.5
RD003704,2024/11/19,18:31:54,Kuala  Lumpur,DRV0346,RDR03524,economy ,2.36,6.82,E-wallet,Completed,5.4,4.6,1.2,No,7.4
RD006202,2024-12-05,00:05:59,Jakarta ,DRV0349,RDR04915,Bike,20.59,37.76,Cash,Completed,4.8,3.9,1.0,Yes,78.4
RD009372,2024-07-19,19:21,Bankok,DRV0113,RDR04092,ECONOMY,10.99,22.97,Cash,Completed,5.3,3.9,2.0,No,71.5
RD012107,19/12/2024,15:54,Bangkok,DRV0067,RDR02517,bike,7.05,12.84,Debit Card,completed,3.6,4.3,1.0,No,30.0
RD014949,11-Jan-2024,13:47:27,Bangkok,DRV0444,RDR04462,Eco,7.83,14.85,CASH,Cancelled,3.9,3.9,1.2,FALSE,27.4
RD001836,2024-06-17,12:32:26,Singapore,DRV0452,RDR03242,Economy,2.67,6.6,CASH,COMPLETED,4.8,1.1,1.0,no,14.7
RD004163,2024-08-23,18:57:31,Manila,DRV0464,RDR00200,Premium ,2.77,7.97,CASH,Completed,1.6,5.2,1.0,No,10.5
RD007741,2024-02-27,12:20:24,Bankok,,RDR00121,economy,24.13,46.09,Card,Completed,4.8,3.8,1.0,Yes,112.4
RD001806,2024-12-15,14:07:31,jakarta,DRV0158,RDR02829,premium,2.34,8.71,CASH,Completed,4.7,,1.0,,5.5
RD004293,2024-09-12,09:37:59,Ho Chi Minh,DRV0029,RDR03177,PREMIUM,7.81,14.26,cash,Completed,3.9,3.0,1.8,No,39.6
RD014190,03-27-2024,20:39:38,Bankok,DRV0391,RDR01090,ECONOMY,1.12,4.19,CASH,No-show,3.3,3.9,1.5,Yes,5.8
RD002451,2024-09-20,22:55,SG,DRV0698,RDR04153,bike,1.36,3.9,Credit Card,Completed,4.9,5.0,2.5,Yes,2.0
RD001595,2024-08-10,08:25,Kuala  Lumpur,DRV0022,RDR04096,Motorbike,15.5,29.11,cash,No-show,5.0,,2.0,No,72.1
RD012896,2024-07-05,14:22:08,Kuala lumpur,DRV0150,RDR01239,premium,19.59,35.58,cash,Completed,3.0,4.3,1.2,No,120.0
RD003541,03-01-2024,18:02,jakarta,DRV0635,RDR02459,economy ,9.44,19.26,Credit Card,completed,4.8,5.1,2.0,Yes,41.0
RD007986,24-Jul-2024,18:19:57,Bangkok,DRV0736,RDR00536,ECONOMY,4.55,9.31,eWallet,Completed,4.8,2.9,1.0,Yes,26.6
RD010640,2024-10-30,05:47 PM,singapore,DRV0312,RDR04039,Motor,5.09,11.85,CASH,Cancelled,4.0,0.9,1.2,No,18.1
RD010581,2024-02-01,12:21:31,Manila,DRV0176,RDR03696,Eco,5.93,14.26,eWallet,Completed,5.4,3.1,,No,20.6
RD013125,20/09/2024,22:03:22,SG,DRV0006,RDR04307,economy,2.88,9.68,CASH,Completed,4.7,4.2,1.8,No,18.1
RD009007,2024-05-21,15:31:29,Kuala lumpur,DRV0773,RDR02088,Prem,0.04,2.52,card,Completed,5.3,2.4,1.5,No,3.6
RD004398,07/06/2024,14:35:33,Ho chi minh city,DRV0687,RDR04611,economy ,1.11,7.05,Debit Card,Completed,5.2,3.0,1.5,TRUE,6.6
RD001161,2024-02-19,20:50:55,manila,DRV0698,RDR04619,ECONOMY,9.72,22.52,Debit Card,Completed,3.9,,1.0,No,46.0
RD003528,2024-07-09,15:55:41,kuala lumpur,DRV0651,RDR04686,Eco,18.07,25.12,cash,Canceled,4.7,5.1,1.2,No,75.6
RD008444,2024-12-23,17:39:32,HCM,DRV0753,RDR02371,Economy,9.01,17.66,eWallet,Cancelled,4.8,4.8,1.0,No,55.0
RD011959,28/04/2024,00:33:07,Singapore,DRV0172,RDR02414,Motor,3.06,,card,Completed,4.8,4.2,1.0,no,19.7
RD013192,2024-01-10,09:01:32,Jakarta,DRV0747,RDR04626,economy,3.82,,Debit Card,completed,4.8,,2.0,Yes,24.3
RD012014,02/10/2024,07:52:18,Ho Chi Minh City,DRV0714,RDR03066,economy ,9.63,14.27,card,Completed,4.7,1.8,1.0,No,42.3
RD006957,2024-07-10,06:47:46,manila,DRV0017,RDR04997,PREMIUM,3.14,5.75,Wallet,Completed,3.8,4.8,2.5,FALSE,
RD002155,07/05/2024,09:16,BKK,DRV0654,RDR02256,Premium ,6.83,15.33,Wallet,Completed,4.0,3.8,1.0,No,29.2
RD001459,2024/12/10,19:31:58,MANILA,DRV0377,RDR04236,ECONOMY,3.58,7.87,CASH,No-show,5.1,4.3,1.2,No,12.1
RD001207,2024-06-02,18:29:02,Bankok,DRV0405,RDR02329,Eco,11.81,22.71,E-wallet,Completed,5.1,4.2,1.2,FALSE,53.8
RD005328,2024-03-07,23:51:17,Singapore,DRV0178,RDR01878,Eco,2.03,,Cash,Completed,2.3,5.2,1.8,No,9.4
RD011831,2024-08-11,19:24,Manila,DRV0744,RDR04749,Premium,1.9,7.4,card,Completed,4.6,3.9,1.0,TRUE,7.8
RD002743,07-13-2024,03:57:25,singapore,DRV0465,RDR01259,economy ,9.22,13.84,,Completed,3.8,4.3,1.0,No,42.7
RD001072,2024-02-09,17:01,HCM,DRV0048,RDR00888,economy ,7.05,12.57,CASH,completed,5.1,5.2,1.2,Yes,41.7
RD009082,2024-12-12,08:00:39,Manilla,DRV0296,RDR01033,ECONOMY,4.76,9.98,,Completed,4.7,1.2,1.0,No,32.2
RD013348,2024-09-18,21:45:01,Manila,DRV0430,RDR03315,economy,1.9,5.25,Wallet,Completed,4.9,4.0,1.0,No,10.0
RD011221,2024-02-23,11:02 AM,Ho Chi Minh City,DRV0402,RDR00186,Eco,7.05,12.57,Debit Card,Completed,5.2,4.8,1.2,Yes,34.3
RD004399,2024-10-27,12:39:44,Manilla,DRV0655,RDR00194,Eco,2.04,5.88,Cash,Completed,4.7,,1.8,,8.9
RD005720,2024-10-04,16:33:36,Kuala lumpur,DRV0499,RDR00167,ECONOMY,11.35,18.03,CASH,Completed,5.0,,1.0,No,64.4
RD008426,18-Mar-2024,01:18 PM,Bankok,DRV0208,RDR04161,PREMIUM,,22.65,,Completed,3.2,5.4,1.2,No,43.5
RD011630,2024-03-02,22:06:01,Manilla,DRV0414,RDR01168,PREMIUM,3.61,9.48,wallet,Completed,5.4,3.9,1.0,No,17.1
RD014389,2024-05-10,07:46:49,Singapore,DRV0622,RDR01940,Economy,5.08,7.36,eWallet,Canceled,4.6,2.9,1.5,Yes,24.0
RD007808,2024-11-23,02:55 PM,Jakarta,DRV0722,RDR02126,BIKE,1.68,6.3,eWallet,Completed,5.1,,1.2,No,9.8
RD007440,2024-03-05,20:07:05,Manila,DRV0257,RDR02349,Bike,13.31,23.95,E-Wallet,Completed,2.4,3.2,2.5,No,60.8
RD001148,15/04/2024,16:49,Kuala lumpur,DRV0236,RDR01146,economy ,2.9,8.53,Wallet,Completed,4.0,3.7,1.2,Yes,11.6
RD014889,15/02/2024,16:09:59,Singapore,DRV0309,RDR04339,economy ,2.31,6.82,CASH,completed,2.7,3.7,1.5,No,6.8
RD009004,05/05/2024,19:13:36,SG,DRV0303,RDR00867,ECONOMY,3.79,8.61,card,Completed,5.1,4.0,,No,23.9
RD010300,2024-07-17,15:35:03,Manila,,RDR01438,Eco,6.34,14.42,wallet,No-show,4.0,4.7,1.0,No,41.5
RD003773,2024-01-14,05:29 PM,manila,DRV0073,RDR01866,Motor,4.5,10.05,Credit Card,Completed,5.4,5.4,1.5,No,27.6
RD012837,2024-05-15,10:33,BKK,DRV0638,RDR01004,ECONOMY,4.33,12.34,Card,Completed,3.8,3.9,1.2,No,29.1
RD008281,2024-03-28,01:49 PM,Singapour,DRV0457,RDR04971,Premium ,4.23,11.28,Credit Card,completed,2.2,2.1,2.0,,15.9
RD001887,22-Dec-2024,09:42:38,KL,DRV0666,RDR00660,PREMIUM,3.83,7.91,Credit Card,Completed,5.3,,1.5,Yes,19.7
RD000624,2024-11-14,08:01 PM,Jakarta,DRV0089,RDR02409,premium,5.99,13.07,,COMPLETED,4.2,3.7,1.8,No,22.9
RD007476,2024-04-14,11:10:04,Bangkok,,RDR00222,PREMIUM,9.39,21.43,cash,Completed,5.2,5.2,1.2,yes,50.8
RD001340,2024-02-28,19:54:07,Jakarta ,DRV0066,RDR03438,ECONOMY,4.46,8.88,wallet,Cancelled,4.2,3.0,,yes,19.1
RD014829,2024-02-08,09:12:47,bangkok,DRV0323,RDR03767,Eco,2.47,6.72,E-Wallet,Completed,3.8,3.7,1.0,No,11.3
RD007437,12/04/2024,10:47 PM,,DRV0207,RDR01103,bike,4.53,11.73,cash,Completed,2.8,5.2,1.0,,16.0
RD004773,02/01/2024,07:42:03,Singapore,DRV0639,RDR03475,ECONOMY,5.87,11.57,Cash,Completed,4.9,4.6,1.0,Yes,27.2
RD003081,2024-03-09,13:26:42,HCM,DRV0540,RDR04654,Premium,4.83,9.44,CASH,Completed,5.0,3.7,2.5,yes,25.1
RD003795,17/08/2024,04:46:55,SG,DRV0625,RDR03411,economy,10.32,18.31,CASH,Completed,4.0,3.7,1.2,No,41.9
RD001502,2024/10/12,08:17,Manilla,DRV0430,RDR03287,Economy,5.56,12.23,Cash,Completed,4.1,5.2,1.2,No,28.7
RD014839,11-05-2024,16:21:10,KL,DRV0486,RDR02530,Premium,12.37,,Debit Card,Cancelled,5.0,4.8,1.2,Yes,46.5
RD006933,2024-05-21,19:14:27,Manila,DRV0783,RDR03307,economy ,10.36,14.44,Debit Card,Completed,5.1,2.7,1.0,No,52.8
RD013746,2024-03-21,22:11:58,Singapore,DRV0187,RDR04981,economy,3.18,10.59,card,Canceled,1.8,4.0,1.2,No,10.5
RD011326,27/06/2024,15:11:55,Jakarta ,DRV0587,RDR03993,Eco,4.19,,Cash,Completed,4.9,4.0,1.0,No,22.0
RD011605,29/05/2024,19:30,Manila,DRV0206,RDR02733,Bike,3.25,0.5,E-Wallet,Completed,4.1,4.2,1.0,No,18.2
RD006952,16/08/2024,15:51:16,Singapour,DRV0001,RDR02154,Eco,2.22,4.47,cash,completed,4.8,,1.5,No,8.8
RD002533,2024-07-26,12:12:38,Ho Chi Minh City,DRV0732,RDR03440,PREMIUM,2.76,3.86,Debit Card,Completed,4.7,5.0,1.2,No,14.9
RD014044,2024-03-01,06:21 PM,Kuala  Lumpur,DRV0150,RDR01822,economy ,1.28,4.05,card,completed,5.3,4.0,1.5,,2.0
RD006307,2024-01-02,21:57:12,Jakarta ,DRV0434,RDR00756,ECONOMY,6.6,10.3,eWallet,Completed,4.7,3.7,1.0,Yes,
RD013245,10/07/2024,16:13,MANILA,DRV0438,RDR02777,economy ,15.32,32.03,CASH,Completed,0.0,4.8,1.0,No,61.4
RD009993,18/01/2024,15:45:43,manila,DRV0694,RDR01420,ECONOMY,10.41,18.96,E-wallet,COMPLETED,5.0,3.2,2.5,yes,46.5
RD007817,19/08/2024,05:01:28,Singapour,DRV0554,RDR01548,BIKE,7.13,16.73,Credit Card,Completed,5.1,3.1,1.2,Yes,43.6
RD006631,2024-02-01,06:20:52,Manila,DRV0191,RDR02825,Eco,3.57,8.18,card,Completed,3.0,3.8,1.0,No,21.0
RD012050,2024-08-14,08:36:29,HCMC,DRV0756,RDR00681,economy,3.23,9.86,card,Completed,5.2,3.6,1.2,Yes,9.6
RD010030,2024-02-06,23:17:40,Bangkok,DRV0061,RDR01118,economy ,4.05,7.19,Debit Card,Completed,3.8,4.0,1.0,no,13.9
RD011805,2024-05-07,19:33:38,Ho Chi Minh City,DRV0180,RDR00500,Motorbike,2.18,6.74,Credit Card,Completed,7.0,3.8,1.5,FALSE,10.6
RD007090,2024-07-30,13:33:22,kuala lumpur,DRV0253,RDR00596,Eco,2.68,5.14,Cash,Cancelled,5.0,4.9,1.0,No,14.4
RD001473,2024-05-14,08:54,Ho chi minh city,DRV0027,RDR02940,economy ,9.49,16.75,Debit Card,Completed,5.2,4.0,2.0,Yes,35.1
RD005822,2024-09-26,02:43 PM,Bangkok,DRV0629,RDR04011,Motorbike,8.65,,Cash,Completed,4.0,4.9,1.2,Yes,46.0
RD012109,05/02/2024,08:41:50,JAKARTA,DRV0072,RDR03100,Economy,2.34,8.56,Cash,Cancelled,5.3,5.3,1.0,Yes,13.0
RD000850,2024-11-18,15:22,BKK,DRV0443,RDR00955,Premium ,12.4,19.64,CASH,Completed,0.7,5.3,1.0,Yes,66.1
RD010051,2024-03-07,12:43 AM,Ho Chi Minh City,DRV0136,RDR01790,Bike,7.7,17.77,Debit Card,Completed,1.7,4.9,1.2,No,29.2
RD006519,2024-11-06,03:56:16,Singapore,DRV0366,RDR01559,Premium,0.05,2.54,card,Completed,5.3,5.3,1.2,Yes,
RD007285,2024-06-05,11:20:22,KL,DRV0737,RDR01756,Economy,13.79,28.94,Card,Completed,4.1,4.1,2.5,YES,49.4
RD004784,19/08/2024,14:09:27,JAKARTA,DRV0624,RDR01381,economy,11.85,16.63,wallet,Completed,,3.9,1.2,No,60.9
RD002211,2024-10-27,07:43:34,Kuala Lumpur,DRV0169,RDR02488,Bike,6.78,12.4,Credit Card,COMPLETED,5.3,5.2,1.0,yes,38.8
RD010576,10/09/2024,13:00,HCMC,DRV0252,RDR03424,Motorbike,4.61,12.34,CASH,Completed,3.9,4.6,1.2,No,13.4
RD003527,2024-09-28,16:23,MANILA,DRV0499,RDR04792,economy ,3.38,8.07,Wallet,Completed,3.9,5.3,1.0,Yes,18.7
RD008164,2024-05-13,03:52:20,Manila,DRV0264,RDR01449,premium,3.59,12.22,Credit Card,Cancelled,3.1,,2.0,No,20.0
RD007442,18/01/2024,15:56:56,MANILA,DRV0709,RDR01056,Motorbike,1.33,1.23,cash,Completed,,5.2,2.5,Yes,6.9
RD013452,2024-04-18,16:53:04,,DRV0800,RDR02678,economy,3.45,,Card,Completed,5.2,4.4,1.8,Yes,13.9
RD011475,2024-05-06,22:42:20,Manila,DRV0067,RDR00070,ECONOMY,5.08,11.03,Cash,Completed,4.7,4.4,2.0,No,27.3
RD007262,2024-06-04,18:26,Jakarta ,DRV0212,RDR04732,Eco,3.04,6.38,cash,Completed,3.6,,1.8,FALSE,16.8
RD003425,2024-07-25,15:23,KL,DRV0740,RDR01595,Prem,6.14,15.19,CASH,Completed,4.8,3.9,1.2,Yes,33.0
RD000415,01-17-2024,11:52:44,Kuala lumpur,DRV0163,RDR00359,economy ,,6.27,Credit Card,Completed,4.8,,1.8,No,15.1
RD011652,2024-07-08,01:57:42,Kuala lumpur,DRV0776,RDR00441,Prem,0.98,2.76,Card,Completed,4.1,4.4,1.2,No,5.2
RD008171,2024-10-24,08:14:08,Manila,DRV0757,RDR04370,ECONOMY,6.86,12.73,E-wallet,Completed,5.1,5.3,1.0,FALSE,31.2
RD006921,2024-02-24,08:20 AM,Singapour,DRV0346,RDR00653,economy ,,3.72,,Cancelled,,4.0,1.2,No,13.7
RD006390,05/09/2024,06:49,Ho Chi Minh City,DRV0408,RDR01915,ECONOMY,2.08,6.54,CASH,Completed,3.8,4.2,1.0,No,7.6
RD011999,2024/04/03,14:59,Manila,DRV0421,RDR00710,Eco,12.89,25.18,Cash,No-show,4.3,1.1,1.2,No,
RD002095,06/01/2024,16:28:08,Bangkok,DRV0620,RDR02274,Eco,11.62,22.73,cash,Completed,4.9,4.7,1.2,Yes,67.3
RD013631,2024-08-19,07:21,HCM,DRV0797,RDR01081,Premium ,6.94,14.35,eWallet,Completed,2.8,4.8,1.0,No,
RD009523,08/01/2024,22:08:54,singapore,DRV0169,RDR02283,economy ,4.44,9.91,,Cancelled,3.7,3.9,1.0,yes,17.0
RD005929,2024-04-11,00:47:19,HCMC,DRV0138,RDR03233,economy,1.73,3.7,Credit Card,Completed,2.8,3.6,1.2,Yes,10.7
RD002341,17/02/2024,08:38,Jakart,DRV0482,RDR04631,Economy,6.08,12.64,Cash,Completed,3.2,3.7,1.0,No,31.5
RD000266,09-05-2024,17:09:25,Kuala  Lumpur,DRV0183,RDR00789,Premium,,6.15,CASH,Completed,5.1,3.6,1.8,No,11.7
RD006840,01-20-2024,18:14:13,HCM,DRV0110,RDR04418,Eco,3.4,8.68,cash,Completed,4.8,4.9,1.5,No,12.8
RD009984,2024-03-09,05:59:17,MANILA,DRV0507,RDR00818,ECONOMY,5.5,14.29,,Cancelled,4.2,,1.0,yes,21.2
RD005993,2024-09-11,16:01:29,Jakarta ,DRV0040,RDR04416,Eco,7.23,14.16,Wallet,Completed,4.1,3.0,1.2,Yes,29.0
RD009189,2024-06-10,19:25:36,Jakarta ,DRV0050,RDR01037,Prem,15.4,,Cash,Completed,5.4,4.2,1.0,No,96.3
RD003543,2024-06-23,18:19:30,KL,DRV0368,RDR01225,Eco,11.81,18.89,CASH,Completed,5.2,5.3,1.2,no,68.3
RD004470,2024-04-20,17:54:47,BKK,DRV0568,RDR03890,PREMIUM,1.06,6.04,E-Wallet,Completed,4.9,,1.5,No,7.6
RD008092,2024-12-10,08:59:24,Ho Chi Minh City,DRV0540,RDR04561,economy,1.93,4.75,Card,Completed,4.0,2.7,1.0,Yes,13.7
RD014466,2024-03-19,06:46:56,JAKARTA,DRV0111,RDR02448,economy,3.43,9.99,,COMPLETED,5.3,5.2,1.8,Yes,20.3
RD002143,2024-09-10,20:07:44,SG,DRV0684,RDR04036,Eco,8.57,12.01,CASH,Completed,5.1,4.2,1.2,No,46.2
RD003852,2024-07-08,02:18 PM,manila,,RDR03791,economy,4.11,6.14,CASH,Completed,4.6,2.9,1.8,No,15.1
RD005039,04-Nov-2024,23:03:21,Kuala Lumpur,DRV0737,RDR00542,Economy,5.26,15.79,Credit Card,Completed,4.9,5.0,1.8,No,27.5
RD001083,2024-03-02,08:14:25,jakarta,DRV0580,RDR00893,Prem,3.97,10.56,CASH,Completed,4.2,5.3,1.0,NO,
RD001672,2024/06/22,17:57,singapore,DRV0361,RDR00411,economy,41.9,68.9,cash,Completed,3.1,2.8,2.0,no,265.5
RD008566,06/02/2024,09:20,HCMC,DRV0427,RDR01531,Eco,2.38,5.45,Debit Card,Completed,1.8,4.9,1.0,No,
RD014036,04/01/2024,11:48:45,Ho Chi Minh,DRV0488,RDR04888,economy,7.52,15.39,CASH,Completed,4.1,3.6,1.2,No,24.2
RD012540,2024-11-17,08:17:27,Bangkok,DRV0390,RDR00427,Motorbike,3.06,8.79,Debit Card,Completed,3.9,4.1,2.5,No,16.1
RD001504,2024/10/14,11:27:36,Ho Chi Minh,DRV0350,RDR00329,ECONOMY,5.3,12.37,cash,Completed,5.1,4.3,1.2,No,28.8
RD001972,2024-07-18,18:52:05,kuala lumpur,DRV0644,RDR01992,premium,6.13,12.82,CASH,Completed,2.2,5.1,1.5,No,26.8
RD014348,30-Aug-2024,17:42,jakarta,DRV0654,RDR02174,Economy,2.97,5.82,Card,Completed,3.7,3.4,2.5,TRUE,
RD003799,2024-04-05,19:31:06,HCMC,DRV0360,RDR01300,Premium ,5.08,11.2,Wallet,COMPLETED,,2.7,1.2,Yes,32.8
RD000695,2024-02-04,14:10:01,Bangkok,DRV0324,RDR04405,economy,1.67,6.7,Debit Card,Completed,2.8,3.9,1.0,No,
RD003856,2024-10-28,08:48,kuala lumpur,DRV0073,RDR03683,Eco,1.74,6.95,Card,Completed,4.6,5.1,1.0,No,10.4
RD011852,08/01/2024,16:24:02,KL,DRV0519,RDR00674,Economy,3.31,6.51,Credit Card,COMPLETED,4.3,5.3,1.0,yes,15.5
RD005279,12/12/2024,13:00:29,Kuala Lumpur,DRV0047,RDR00857,Bike,3.3,6.57,eWallet,No-show,5.4,5.1,1.0,Yes,12.8
RD014833,2024-12-11,07:56 PM,Manila,DRV0192,RDR03579,Economy,2.06,5.41,Cash,Completed,4.9,4.9,1.8,No,5.9
RD009339,2024-03-05,21:59,Ho Chi Minh City,DRV0733,RDR03339,PREMIUM,4.17,11.79,cash,Completed,2.2,,2.5,Yes,20.0
RD013701,2024-03-06,19:06:18,kuala lumpur,DRV0370,RDR01056,premium,9.47,16.74,,Completed,5.3,4.8,,No,43.9
RD003095,2024-07-26,19:41:43,Singapour,DRV0701,RDR03066,Premium,2.03,8.45,cash,Completed,5.0,3.0,1.0,No,12.9
RD010076,23/03/2024,12:33 PM,Manilla,DRV0766,RDR01112,economy ,3.25,7.51,Debit Card,Completed,4.4,5.2,1.2,No,
RD006014,2024/12/23,21:19:03,Kuala  Lumpur,DRV0543,RDR03906,Economy,5.1,11.81,cash,Completed,4.9,4.6,1.0,No,29.4
RD014235,2024-07-04,07:51:27,HCM,DRV0423,RDR04056,ECONOMY,2.16,3.73,card,Completed,,4.3,1.0,No,13.1
RD014012,2024-01-16,21:48:15,,DRV0478,RDR01669,PREMIUM,5.58,9.54,Card,Completed,2.9,5.0,1.2,No,22.1
RD004755,09/08/2024,20:07:46,Kuala Lumpur,DRV0230,RDR03109,premium,4.66,8.87,CASH,Completed,5.0,5.0,1.5,No,21.8
RD006334,2024-02-03,14:48:35,kuala lumpur,DRV0266,RDR04262,Economy,3.84,8.68,E-Wallet,Completed,5.4,5.0,1.0,NO,13.5
RD003245,14/09/2024,19:03:42,Kuala Lumpur,DRV0573,RDR02279,economy ,,14.69,Debit Card,Completed,3.8,4.0,1.5,Yes,46.6
RD003101,2024-07-18,06:48 PM,JAKARTA,DRV0096,RDR01220,Eco,2.3,3.92,Cash,Completed,4.4,2.6,1.8,No,10.7
RD005203,2024-10-31,04:57 PM,Bangkok,DRV0504,RDR03779,Eco,4.41,7.13,Credit Card,Completed,5.3,2.0,1.5,No,18.0
RD003564,04/10/2024,19:16,Manila,DRV0780,RDR02610,economy ,3.42,8.54,Wallet,Completed,4.8,5.3,1.0,No,17.6
RD007345,10-26-2024,18:41:27,Bangkok,DRV0016,RDR00188,Premium ,4.55,10.22,Cash,Completed,5.3,3.7,1.0,no,15.0
RD008806,17/02/2024,21:18:32,Jakart,DRV0628,RDR02711,Motor,17.26,31.11,cash,Completed,4.9,2.1,1.8,TRUE,93.3
RD011803,03-May-2024,17:35:33,Jakart,DRV0401,RDR01785,Motor,2.46,4.33,E-Wallet,Completed,4.3,3.1,1.8,Yes,14.2
RD013062,08/03/2024,07:50:28,Ho Chi Minh,DRV0756,RDR03232,economy,5.16,11.24,cash,Completed,4.7,4.9,1.2,,37.1
RD014379,2024-10-29,08:50,singapore,DRV0649,RDR01343,Eco,3.0,4.9,CASH,Completed,4.7,2.8,1.0,No,9.8
RD008732,2024-04-13,20:47:45,Kuala lumpur,DRV0445,RDR04859,Bike,2.96,2.85,eWallet,Completed,4.3,4.2,1.0,No,20.2
RD013792,11/01/2024,07:43:08,BKK,DRV0129,RDR03562,Premium ,1.48,4.83,CASH,Completed,4.7,3.8,1.8,Yes,7.5
RD009983,2024-07-27,09:01:40,kuala lumpur,DRV0765,RDR02209,Motorbike,4.43,10.21,CASH,Completed,3.4,5.3,1.2,Yes,19.4
RD013693,2024-10-01,09:38:29,Bangkok,DRV0018,RDR01524,economy ,5.93,9.26,card,Completed,5.0,5.3,1.0,No,19.2
RD014836,2024-11-19,20:37:08,jakarta,DRV0146,RDR04995,premium,4.94,11.57,Card,Canceled,4.1,4.4,1.2,No,31.5
RD014113,02-03-2024,10:50 AM,Jakart,DRV0149,RDR00023,economy,7.4,11.51,CASH,Completed,4.8,,1.0,No,41.8
RD009644,26/12/2024,07:36:21,Ho chi minh city,DRV0232,RDR02148,premium,12.06,22.62,CASH,Completed,3.9,,1.2,No,50.1
RD003232,2024-11-28,19:15:36,kuala lumpur,DRV0568,RDR04905,Eco,4.07,7.72,,Completed,4.9,4.2,1.0,Yes,19.4
RD009979,26/02/2024,18:47:24,Kuala lumpur,DRV0209,RDR04716,Motorbike,2.6,6.11,Card,Completed,5.3,3.0,,TRUE,17.2
RD011617,2024-09-29,20:44:43,bangkok,DRV0723,RDR01313,Premium ,16.59,34.09,CASH,completed,5.3,2.7,2.0,YES,89.2
RD002485,19/11/2024,13:22,manila,DRV0178,RDR01276,PREMIUM,5.07,10.88,wallet,Completed,3.7,4.9,1.0,No,20.8
RD010417,01-31-2024,19:15:08,Jakarta,DRV0298,RDR00351,economy ,16.53,23.88,CASH,Completed,5.1,4.0,1.8,No,62.8
RD010330,2024-01-09,12:51:47,singapore,DRV0109,RDR02375,bike,3.75,7.6,Card,Completed,5.4,4.7,1.8,Yes,15.3
RD000953,2024-11-01,08:51 PM,bangkok,DRV0299,RDR03207,ECONOMY,2.18,6.09,Debit Card,Completed,3.9,4.3,1.0,Yes,6.4
RD011771,2024-10-28,23:23:52,HCM,DRV0602,RDR02283,Eco,5.1,10.55,Cash,Canceled,4.2,5.0,1.5,Yes,33.2
RD009900,21/09/2024,08:02 PM,Singapore,DRV0455,RDR01126,Prem,4.9,11.58,CASH,Completed,3.1,,1.0,Yes,25.9
RD003410,2024-09-27,22:00:22,Ho chi minh city,DRV0088,RDR03706,Motor,14.49,27.02,cash,Completed,4.8,1.8,1.2,Yes,51.7
RD005484,2024-01-05,09:32:54,Singapour,DRV0570,RDR00874,Prem,6.54,15.3,card,Completed,4.7,5.0,1.0,No,24.4
RD001719,02-16-2024,10:34 PM,BKK,DRV0625,RDR04992,economy,11.27,19.22,,Completed,5.3,3.7,1.2,Yes,46.9
RD006330,2024-10-05,20:11,KL,DRV0104,RDR00148,Premium ,4.34,10.1,wallet,Cancelled,3.4,5.1,1.0,No,15.5
