ride_id,booking_date,pickup_time,city,driver_id,rider_id,vehicle_type,distance_km,fare_amount,payment_method,ride_status,driver_rating,rider_rating,surge_multiplier,promo_code_used,trip_duration_mins
RD002782,2024-06-09,12:54:27,bangkok,DRV0431,RDR01989,bike,2.2,7.09,e-wallet,cancelled,3.8,3.9,1.0,no,14.8
RD009559,20/12/2024,06:07 PM,manila,DRV0029,RDR00712,motorbike,5.92,10.66,card,cancelled,4.1,5.2,1.0,no,30.7
RD006111,2024-10-16,21:21:44,jakarta,DRV0652,RDR00537,economy,5.04,13.49,card,no-show,4.1,4.0,1.0,no,33.2
RD005734,2024-11-02,02:21 PM,jakarta,DRV0462,RDR00028,economy,7.56,14.99,e-wallet,cancelled,4.1,3.9,1.0,no,30.1
RD009186,11-30-2024,18:01:19,bangkok,DRV0430,RDR04936,economy,4.03,8.05,card,completed,5.2,3.8,1.0,yes,23.3
RD012385,2024-10-25,11:03:01,bangkok,DRV0380,RDR03902,economy,6.57,12.74,cash,completed,3.8,3.7,1.2,no,35.0
RD008847,2024-10-01,22:09:25,bangkok,DRV0720,RDR00157,premium,3.72,8.92,wallet,completed,3.7,4.7,1.8,no,22.5
RD002830,09-11-2024,11:58:57,jakarta,DRV0247,RDR00233,bike,3.54,8.43,debit card,completed,4.9,5.0,1.2,no,13.7
RD010736,2024-05-28,11:56,kuala lumpur,DRV0689,RDR02260,premium,3.91,10.31,credit card,completed,3.8,3.4,1.0,yes,20.8
RD009351,2024-02-25,12:38:52,kuala lumpur,DRV0487,RDR02776,economy,1.46,5.13,credit card,completed,2.8,5.4,1.2,no,3.9
RD005278,2024-12-09,16:31,kuala lumpur,DRV0109,RDR00023,economy,1.71,5.01,cash,completed,3.8,3.8,1.0,no,1.7
RD008255,2024-06-26,09:47 PM,ho chi minh city,DRV0792,RDR02339,premium,4.14,7.7,cash,completed,4.9,3.7,1.0,yes,24.7
RD011443,2024-10-04,19:59:28,manila,DRV0225,RDR04588,motorbike,2.28,7.85,e-wallet,completed,4.4,2.9,1.0,no,11.0
RD012848,2024-09-22,13:09:01,bangkok,DRV0086,RDR03218,premium,12.62,18.71,card,completed,3.9,4.083542968433012,1.2,no,48.3
RD013794,2024-09-02,12:49,singapore,DRV0217,RDR03144,economy,3.94,7.49,cash,completed,4.9,2.6,1.0,yes,17.8
RD005432,2024-12-15,20:24:01,kuala lumpur,DRV0575,RDR03297,motorbike,11.06,17.77,wallet,completed,4.0,3.9,1.5,yes,49.3
RD003414,2024-12-27,13:24:00,bangkok,DRV0357,RDR02979,motorbike,5.68,12.51,e-wallet,completed,2.9,5.4,1.0,no,29.3
RD011706,25/03/2024,08:36:13,manila,DRV0210,RDR00304,economy,4.65,9.7,card,completed,2.9,3.6,1.0,yes,29.7
RD007761,2024-10-03,13:46,singapore,DRV0046,RDR02126,economy,10.83,16.83,credit card,completed,4.8,3.7,1.5,no,43.7
RD003694,2024-01-07,17:56:09,singapore,DRV0065,RDR00058,bike,2.87,9.34,cash,completed,5.3,4.2,1.0,no,13.7
RD013926,2024-01-30,20:17:32,bangkok,DRV0626,RDR04410,economy,5.68,8.26,cash,completed,4.3,3.6,1.0,yes,23.1
RD003119,2024-05-30,19:11:39,manila,DRV0541,RDR01272,bike,1.82,7.39,debit card,completed,2.6,3.1,1.0,no,13.9
RD012506,2024-02-10,07:41:45,kuala lumpur,DRV0590,RDR01524,premium,8.96,20.54,debit card,completed,3.7,4.7,1.0,no,472.3
RD010566,24/10/2024,15:55:17,ho chi minh city,DRV0373,RDR01471,economy,3.03,8.98,wallet,completed,4.3,5.3,1.0,yes,11.8
RD013337,2024/02/25,06:37:39,kuala lumpur,DRV0778,RDR03481,economy,2.45,7.54,e-wallet,completed,3.9,4.8,1.5,no,7.9
RD008622,2024-06-03,17:55:19,bangkok,DRV0687,RDR00863,economy,8.28,15.49,cash,cancelled,4.9,3.1,1.0,no,45.3
RD011403,12-02-2024,10:56,singapore,DRV0004,RDR01884,premium,3.64,7.76,cash,completed,5.4,3.7,1.2,yes,15.1
RD007707,2024-09-16,11:34,bangkok,DRV0770,RDR00986,economy,5.14,12.26,credit card,completed,4.8,4.083542968433012,1.0,yes,38.2
RD007018,10-23-2024,12:59:13,manila,DRV0445,RDR01453,bike,2.37,5.91,cash,completed,2.2,4.083542968433012,2.0,yes,4.2
RD009306,2024-02-13,07:08:47,kuala lumpur,DRV0773,RDR00070,premium,5.51,10.96,e-wallet,completed,4.9,3.8,1.0,no,31.2
RD000296,2024/08/20,11:32:11,singapore,DRV0373,RDR01042,economy,3.87,6.75,cash,completed,4.7,4.7,1.0,no,14.8
RD013870,22/04/2024,11:21:59,kuala lumpur,DRV0720,RDR01850,economy,3.41,5.52,cash,completed,5.3,4.9,1.0,yes,14.8
RD004383,2024-11-16,20:35:56,kuala lumpur,DRV0655,RDR00360,economy,0.07,2.53,e-wallet,completed,7.0,3.0,1.0,no,1.0
RD006508,2024-05-14,00:30,ho chi minh city,DRV0756,RDR03100,premium,7.4,17.77,credit card,completed,4.9,4.083542968433012,1.2,no,39.0
RD010506,2024-11-16,08:40,jakarta,DRV0694,RDR00616,economy,9.22,14.67,card,no-show,5.2,4.8,1.5,no,51.1
RD001285,2024-01-25,19:41:08,bangkok,DRV0408,RDR02853,bike,3.44,7.62,e-wallet,completed,5.0,4.6,1.0,no,8.7
RD007785,2024-03-01,02:20,jakarta,DRV0546,RDR04478,bike,2.0,4.84,e-wallet,completed,4.7,4.2,1.0,no,8.4
RD011200,2024-03-27,12:15:21,singapore,DRV0443,RDR01493,premium,2.72,8.0,card,cancelled,4.7,5.3,2.0,yes,17.1
RD004455,11/04/2024,19:33:05,ho chi minh city,DRV0722,RDR04180,premium,2.11,8.09,card,completed,4.6,4.4,1.0,no,12.4
RD000550,02-Apr-2024,12:52:17,kuala lumpur,DRV0477,RDR03604,economy,2.84,6.53,debit card,cancelled,4.7,5.3,1.5,yes,11.1
RD005341,2024-01-18,15:06:52,bangkok,DRV0710,RDR03415,economy,3.89,9.57,cash,completed,3.7,4.6,1.0,yes,17.3
RD012544,2024-07-09,16:26:51,bangkok,DRV0319,RDR04236,economy,2.43,4.03,debit card,no-show,3.6,3.8,1.0,no,2.8
RD012536,30/10/2024,22:24:37,ho chi minh city,DRV0587,RDR03533,bike,4.74,9.53,card,completed,5.3,3.8,1.8,no,23.4
RD006832,05-16-2024,20:40:13,manila,DRV0536,RDR01467,premium,12.41,21.68,cash,no-show,5.3,5.3,1.2,no,77.4
RD002649,29/06/2024,10:54,jakarta,DRV0098,RDR03257,economy,2.34,6.8,cash,completed,5.3,4.8,1.0,no,7.7
RD002587,25/11/2024,19:09:32,jakarta,DRV0092,RDR03155,economy,3.55,9.52,cash,completed,4.9,1.7,1.8,no,15.3
RD005863,2024-10-09,01:59 PM,jakarta,DRV0649,RDR01673,economy,3.98,8.87,cash,no-show,2.1,5.4,1.0,no,11.8
RD003161,2024-01-15,15:39:49,singapore,DRV0513,RDR03565,premium,15.1,33.11,wallet,no-show,5.3,3.0,1.0,no,79.0
RD007153,2024/11/03,19:19:57,kuala lumpur,DRV0769,RDR00067,economy,3.32,7.85,cash,completed,3.7,4.7,1.0,yes,14.4
RD003481,01-Feb-2024,07:51 PM,jakarta,DRV0202,RDR02567,economy,5.08,11.64,cash,completed,4.327260710675685,4.1,2.0,no,24.0
RD002378,2024/01/12,16:58:46,ho chi minh city,DRV0348,RDR01233,economy,6.46,13.2,e-wallet,completed,5.0,5.2,1.0,no,21.5
RD011109,2024-03-26,17:50:31,kuala lumpur,DRV0127,RDR02147,bike,1.87,6.46,cash,completed,4.3,5.2,1.0,no,4.8
RD012054,09-15-2024,20:54:54,singapore,DRV0635,RDR01386,economy,1.89,8.28,cash,completed,3.8,1.8,1.0,no,7.5
RD014191,11/08/2024,14:05,bangkok,DRV0292,RDR03797,bike,4.07,8.52,debit card,completed,5.0,4.083542968433012,2.0,no,25.3
RD008206,2024-02-07,09:32 AM,jakarta,DRV0271,RDR00439,motorbike,3.25,7.86,card,completed,3.2,4.7,1.2,no,22.4
RD007699,2024-09-14,10:54 AM,kuala lumpur,DRV0548,RDR04336,premium,6.92,14.44,cash,completed,3.9,5.3,2.0,no,34.1
RD010010,27/06/2024,23:06:52,bangkok,DRV0470,RDR01030,economy,4.28,6.8,e-wallet,completed,3.9,4.7,1.0,no,31.2
RD012397,2024-01-31,17:44,singapore,DRV0339,RDR00744,bike,11.18,18.64,cash,completed,4.8,3.9,1.5,no,44.9
RD005689,2024-11-14,19:04:12,manila,DRV0353,RDR02484,motorbike,1.88,6.11,card,completed,4.3,2.7,1.0,yes,7.7
RD014477,2024-12-03,18:07:53,ho chi minh city,DRV0172,RDR00284,economy,2.59,7.75,e-wallet,completed,3.8,4.7,2.0,no,15.5
RD008481,11/11/2024,14:04:51,manila,DRV0239,RDR03571,bike,4.5,8.51,cash,completed,4.327260710675685,4.1,2.5,yes,27.9
RD013496,04-04-2024,10:32,bangkok,DRV0289,RDR01817,motorbike,4.61,7.79,credit card,completed,5.1,4.7,1.0,no,20.8
RD010118,2024-04-17,16:49:26,ho chi minh city,DRV0469,RDR01703,premium,0.07,1.35,credit card,cancelled,3.9,4.083542968433012,1.0,yes,1.0
RD008026,2024-03-09,12:03 PM,bangkok,DRV0569,RDR03123,bike,4.85,8.72,wallet,completed,4.2,4.083542968433012,1.5,no,23.0
RD013040,2024-09-17,07:39,ho chi minh city,DRV0527,RDR04526,economy,6.24,15.12,card,completed,4.9,4.7,2.5,no,34.5
RD013816,2024-11-12,11:59:16,kuala lumpur,DRV0663,RDR04577,premium,2.21,8.25,cash,cancelled,4.8,4.1,1.8,no,15.0
RD012213,2024-05-03,10:59:20,jakarta,DRV0167,RDR00957,economy,6.09,11.24,cash,completed,2.7,5.1,1.0,yes,32.5
RD001614,2024-08-04,12:47:59,bangkok,DRV0348,RDR01471,economy,4.42,9.55,cash,completed,5.4,5.1,1.0,no,22.6
RD009998,2024/12/21,16:57:09,jakarta,DRV0150,RDR02678,premium,4.5,12.32,cash,completed,4.2,5.0,1.2,no,16.4
RD008154,2024-05-20,16:45:57,kuala lumpur,DRV0085,RDR03883,economy,4.49,10.9,cash,completed,4.8,4.083542968433012,1.0,no,29.2
RD007937,2024-09-08,20:47:42,kuala lumpur,DRV0607,RDR01757,economy,2.83,6.58,cash,completed,4.3,4.6,1.2,no,18.2
RD008448,2024-05-02,07:49:46,jakarta,DRV0198,RDR04831,premium,4.74,9.21,wallet,completed,5.0,4.1,2.0,no,27.6
RD002016,2024-07-08,16:13,ho chi minh city,DRV0366,RDR02108,economy,3.46,9.26,cash,completed,4.8,4.8,1.0,yes,15.2
RD009506,2024-03-17,19:03:18,bangkok,DRV0033,RDR02798,economy,5.09,10.97,debit card,completed,5.2,4.2,1.0,no,27.1
RD014711,2024-10-22,17:54,jakarta,DRV0636,RDR04823,economy,8.7,17.74,card,completed,3.6,4.083542968433012,1.2,no,56.4
RD007845,12/03/2024,11:32:14,bangkok,DRV0777,RDR02906,economy,2.55,7.91,card,completed,4.1,5.1,1.0,yes,20.3
RD002982,2024-01-14,18:29:33,singapore,DRV0321,RDR03674,motorbike,0.09,3.56,debit card,completed,4.1,4.1,1.0,no,1.9
RD007607,2024-04-26,12:12,manila,DRV0533,RDR01434,economy,6.69,15.02,card,completed,5.0,4.8,1.0,no,43.2
RD010798,11-May-2024,21:08:28,kuala lumpur,DRV0467,RDR04421,premium,1.97,6.34,card,completed,3.7,4.8,1.0,yes,9.2
RD013098,2024-06-28,18:52:21,bangkok,DRV0421,RDR00768,economy,4.11,8.47,debit card,completed,5.4,5.2,1.0,yes,22.0
RD000244,2024-10-13,15:45:06,kuala lumpur,DRV0313,RDR02631,economy,8.14,16.99,cash,cancelled,5.2,4.083542968433012,1.0,yes,35.0
RD005033,2024-12-10,19:43:41,ho chi minh city,DRV0621,RDR00005,bike,2.47,6.38,cash,completed,4.2,5.3,1.5,yes,16.8
RD000107,25/06/2024,12:17:09,singapore,DRV0210,RDR03973,motorbike,16.78,30.24,card,completed,3.8,1.7,1.8,yes,74.9
RD008710,2024-05-30,12:08:30,ho chi minh city,DRV0654,RDR03788,economy,2.41,5.76,credit card,completed,4.4,2.7,1.0,no,8.8
RD006735,2024-05-02,18:35,bangkok,DRV0512,RDR03684,motorbike,7.96,16.65,card,cancelled,4.327260710675685,3.6,1.5,no,42.1
RD013258,2024-09-02,09:20:13,jakarta,DRV0049,RDR04834,bike,3.92,8.67,wallet,completed,0.0,4.9,1.0,yes,11.7
RD000083,2024-03-14,20:01:40,jakarta,DRV0090,RDR04256,economy,7.06,9.69,cash,completed,5.0,3.1,1.5,yes,37.4
RD009212,2024-11-08,10:27 PM,singapore,DRV0715,RDR03424,premium,6.26,12.92,wallet,completed,4.7,4.8,1.5,yes,37.2
RD012688,2024-09-14,16:22:02,singapore,DRV0035,RDR00927,economy,3.42,5.47,wallet,cancelled,4.6,1.9,1.2,yes,14.9
RD009882,23-Oct-2024,15:14:22,singapore,DRV0519,RDR02892,economy,10.77,17.74,credit card,completed,5.3,5.1,1.0,no,38.8
RD008425,29/04/2024,10:13:34,jakarta,DRV0664,RDR00245,economy,13.74,21.17,card,completed,4.327260710675685,3.6,1.2,yes,85.5
RD005287,2024-05-22,10:41:48,bangkok,DRV0110,RDR02241,economy,4.98,12.15,wallet,completed,4.327260710675685,3.2,2.0,no,19.0
RD003874,21/07/2024,03:09,manila,DRV0602,RDR03971,economy,18.72,29.46,cash,completed,4.8,5.1,1.0,no,119.7
RD007855,22/12/2024,13:09:42,kuala lumpur,DRV0716,RDR00361,economy,2.55,5.54,e-wallet,no-show,5.0,4.2,1.2,no,8.6
RD013605,2024-02-22,11:05:46,manila,DRV0155,RDR01330,economy,1.78,6.98,cash,completed,4.9,5.4,1.0,no,5.4
RD012757,2024-02-05,18:57,jakarta,DRV0066,RDR02469,bike,4.25,10.15,credit card,completed,4.7,5.1,1.5,no,20.0
RD008247,2024-09-16,07:45:37,jakarta,DRV0277,RDR01194,motorbike,6.68,12.21,credit card,completed,4.3,5.3,1.0,no,33.3
RD008853,2024-04-28,06:28 PM,ho chi minh city,DRV0329,RDR00443,economy,12.41,20.52,cash,no-show,4.327260710675685,0.9,1.0,no,70.7
RD013603,12-05-2024,08:20 PM,manila,DRV0045,RDR01169,economy,4.83,12.87,credit card,completed,4.7,4.3,1.0,yes,20.3
RD013752,2024-10-30,08:20:43,singapore,DRV0716,RDR04325,economy,0.02,4.18,e-wallet,completed,5.2,5.4,1.2,yes,1.4
RD000030,05-12-2024,14:17:56,kuala lumpur,DRV0474,RDR04541,economy,3.65,10.36,cash,completed,4.7,3.3,1.5,no,16.1
RD002802,2024-02-04,06:32:29,kuala lumpur,DRV0229,RDR00808,premium,13.39,27.22,e-wallet,completed,5.1,5.1,1.5,no,79.1
RD006876,09/12/2024,07:47,manila,DRV0632,RDR02207,premium,5.3,11.93,cash,completed,4.327260710675685,5.2,1.0,no,34.9
RD002923,22-Sep-2024,21:32:18,jakarta,DRV0549,RDR00102,economy,10.73,18.55,card,cancelled,5.2,4.0,1.0,no,51.8
RD004665,09/02/2024,09:18 AM,kuala lumpur,DRV0427,RDR02329,economy,548.22,936.69,cash,completed,2.7,3.8,1.0,yes,2281.6
RD012854,09-17-2024,12:13:25,manila,DRV0549,RDR01169,economy,11.74,18.51,debit card,completed,4.0,5.1,1.2,no,39.8
RD008041,2024/01/13,14:22:45,ho chi minh city,DRV0499,RDR00480,economy,3.04,7.52,e-wallet,completed,4.6,4.083542968433012,1.5,no,19.0
RD014302,2024-08-19,08:06:59,singapore,DRV0209,RDR02994,premium,7.65,15.92,cash,completed,3.8,5.1,1.0,yes,29.1
RD001246,2024-09-14,12:49:59,ho chi minh city,DRV0119,RDR03896,premium,6.56,10.45,cash,no-show,4.7,4.2,1.0,no,21.1
RD007137,2024-09-30,09:56:49,jakarta,DRV0015,RDR01790,economy,2.71,5.13,card,completed,4.1,4.083542968433012,1.2,no,7.5
RD012984,21-Feb-2024,20:32:19,kuala lumpur,DRV0079,RDR00469,economy,3.47,8.83,wallet,completed,5.1,5.1,1.0,yes,16.1
RD004413,2024-10-31,18:28:15,singapore,DRV0002,RDR03575,economy,10.09,16.86,cash,completed,4.8,4.6,1.0,no,48.8
RD000109,23/09/2024,07:41 PM,bangkok,DRV0734,RDR00940,motorbike,5.37,10.18,card,completed,2.7,4.3,1.5,no,35.5
RD011956,2024-11-08,06:58 PM,bangkok,DRV0681,RDR03723,economy,6.3,9.56,e-wallet,completed,2.9,3.1,1.0,no,46.4
RD009277,2024-11-18,16:44:36,kuala lumpur,DRV0215,RDR00333,economy,7.66,12.54,cash,completed,4.4,4.4,1.5,yes,41.5
RD010779,27/04/2024,14:15,singapore,DRV0451,RDR00321,economy,3.32,7.1,credit card,completed,3.9,4.3,2.0,yes,22.5
RD012956,2024-02-05,14:20,bangkok,DRV0797,RDR01936,economy,911.54,1704.94,credit card,completed,2.4,0.7,1.0,yes,4723.1
RD012697,11/10/2024,18:43:58,manila,DRV0669,RDR00044,economy,3.36,7.6,card,completed,4.7,3.9,1.0,no,14.6
RD011786,11-28-2024,17:08:01,kuala lumpur,DRV0539,RDR02610,economy,1.92,5.17,cash,completed,5.2,4.8,1.8,no,4.3
RD010064,30/08/2024,21:13:21,jakarta,DRV0325,RDR00594,bike,980.72,1558.35,credit card,completed,4.0,4.7,1.0,no,5258.5
RD004349,2024-10-10,20:38:07,singapore,DRV0655,RDR00567,economy,0.84,6.02,credit card,completed,5.4,4.8,1.2,no,7.0
RD011219,2024-12-16,03:20:26,manila,DRV0324,RDR04723,premium,2.48,6.48,e-wallet,completed,5.3,5.3,1.5,no,8.9
RD014209,2024-05-15,10:34,jakarta,DRV0509,RDR04210,economy,2.52,3.16,card,completed,5.3,4.7,1.0,no,18.2
RD007477,2024-11-23,14:21:48,ho chi minh city,DRV0730,RDR02125,economy,8.82,20.27,debit card,completed,5.2,5.1,2.5,yes,33.9
RD007255,09/11/2024,15:43,jakarta,DRV0437,RDR02375,motorbike,0.9,4.88,cash,completed,5.1,5.2,1.0,yes,2.3
RD007841,2024-06-15,08:40:28,manila,DRV0320,RDR00410,economy,3.45,9.01,cash,completed,4.7,4.0,1.0,yes,21.6
RD005002,2024-10-09,06:13 AM,singapore,DRV0609,RDR04145,motorbike,10.25,21.94,cash,completed,5.3,4.083542968433012,1.0,yes,45.5
RD005611,2024-04-03,23:54:18,singapore,DRV0258,RDR04840,premium,2.47,2.6,wallet,cancelled,0.0,5.0,1.0,no,8.4
RD006368,2024-02-10,09:14:16,jakarta,DRV0391,RDR04297,premium,8.28,17.69,cash,completed,4.9,2.8,1.0,no,43.5
RD000974,2024-12-13,03:59,ho chi minh city,DRV0349,RDR01059,economy,8.25,12.18,credit card,completed,3.9,2.8,1.0,no,38.3
RD005020,2024-11-29,08:43,ho chi minh city,DRV0211,RDR00100,economy,0.02,6.08,cash,completed,2.6,4.8,1.2,no,1.0
RD003654,18/04/2024,18:31:28,manila,DRV0150,RDR01617,economy,4.33,11.54,card,completed,5.4,5.4,1.0,no,22.7
RD012227,2024-08-21,05:29 PM,singapore,DRV0378,RDR00418,premium,0.94,2.59,card,completed,3.0,4.1,1.0,no,5.4
RD010243,29-Oct-2024,12:32 PM,jakarta,DRV0445,RDR01275,premium,15.82,25.1,card,completed,4.3,4.4,1.0,no,86.7
RD003089,2024-11-28,21:18:02,kuala lumpur,DRV0471,RDR04385,economy,483.92,756.93,credit card,completed,4.3,4.0,1.5,no,2086.6
RD005457,2024-10-16,22:45:56,kuala lumpur,DRV0722,RDR03405,economy,11.31,24.1,debit card,completed,5.3,3.1,2.5,yes,56.2
RD005663,04-07-2024,01:00 PM,manila,DRV0303,RDR02066,economy,19.26,32.12,debit card,completed,1.6,5.2,1.2,no,121.0
RD008702,2024-01-03,21:50:57,kuala lumpur,DRV0429,RDR01863,premium,5.11,9.63,card,completed,4.1,5.2,1.0,no,23.2
RD005806,03/07/2024,19:25:55,bangkok,DRV0229,RDR01713,premium,5.52,11.04,cash,completed,1.8,3.8,1.0,no,25.5
RD014082,2024-07-24,17:16:18,singapore,DRV0189,RDR02234,premium,3.12,6.44,card,completed,3.9,4.3,1.0,no,10.8
RD000011,2024-04-17,21:17:36,kuala lumpur,DRV0056,RDR02038,economy,3.24,7.31,credit card,completed,4.327260710675685,4.083542968433012,1.5,yes,15.5
RD000059,2024-11-11,06:29 PM,bangkok,DRV0686,RDR01496,economy,4.76,10.48,cash,completed,5.3,4.7,1.0,no,26.7
RD011784,29/11/2024,12:03:32,jakarta,DRV0620,RDR04324,economy,4.31,8.95,e-wallet,cancelled,1.8,4.0,1.0,no,27.1
RD001427,31/01/2024,08:43,ho chi minh city,DRV0382,RDR04014,economy,2.81,7.09,e-wallet,completed,5.3,5.1,1.0,no,16.2
RD012100,2024-01-31,17:08:40,jakarta,DRV0391,RDR01029,economy,4.13,9.63,wallet,cancelled,4.6,3.6,1.0,no,26.8
RD003266,2024-05-16,12:59,ho chi minh city,DRV0079,RDR02102,economy,4.84,10.06,credit card,completed,3.4,5.2,2.0,yes,30.7
RD011763,2024-08-24,13:50:31,jakarta,DRV0443,RDR04335,economy,5.94,13.48,card,completed,4.9,4.7,1.2,no,38.4
RD012957,16/12/2024,18:09:30,ho chi minh city,DRV0256,RDR02084,economy,13.35,20.26,e-wallet,no-show,4.7,2.0,1.0,no,83.1
RD013238,2024-02-04,17:29:05,manila,DRV0237,RDR04225,bike,20.29,38.5,cash,completed,4.7,5.4,1.2,no,80.3
RD001216,22/06/2024,08:54:44,bangkok,DRV0689,RDR01660,economy,3.68,8.51,cash,no-show,3.9,5.0,1.2,no,12.0
RD011741,18/02/2024,14:12:49,jakarta,DRV0466,RDR02121,economy,1.7,5.61,e-wallet,no-show,4.2,3.3,1.0,no,2.9
RD013891,18/06/2024,09:52:05,ho chi minh city,DRV0475,RDR01507,economy,5.16,10.47,cash,completed,2.7,4.2,2.5,no,32.2
RD013586,16-Apr-2024,09:30:11,bangkok,DRV0394,RDR02168,economy,2.49,6.97,card,no-show,5.0,2.2,1.0,no,12.2
RD006703,2024-11-16,14:15:34,kuala lumpur,DRV0654,RDR00756,economy,9.45,19.34,card,no-show,3.8,3.7,1.2,no,50.7
RD000324,2024-08-24,06:47,bangkok,DRV0631,RDR00465,economy,3.61,8.41,wallet,cancelled,4.8,3.7,2.5,no,18.2
RD001345,2024-10-19,10:05,ho chi minh city,DRV0526,RDR02575,premium,8.53,15.95,e-wallet,completed,4.8,5.0,1.0,no,39.5
RD011904,12/02/2024,13:50:30,manila,DRV0782,RDR03073,bike,4.21,10.8,e-wallet,completed,4.0,5.3,1.0,yes,29.1
RD000910,2024-07-24,21:14:13,ho chi minh city,DRV0556,RDR02394,economy,3.09,5.75,cash,completed,3.7,5.3,1.0,no,9.9
RD010142,2024-01-29,17:53,ho chi minh city,DRV0185,RDR01256,premium,1.87,7.99,cash,cancelled,4.4,5.2,1.0,yes,11.8
RD003400,2024-01-02,21:08,singapore,DRV0603,RDR04436,economy,3.56,5.94,cash,completed,4.7,2.9,1.5,no,17.5
RD000497,2024-09-09,12:32:04,manila,DRV0028,RDR00213,economy,1.46,2.56,wallet,cancelled,4.8,4.083542968433012,1.2,no,11.8
RD009350,2024-08-10,16:14:10,ho chi minh city,DRV0725,RDR04586,motorbike,3.11,9.03,cash,completed,4.0,4.4,1.8,no,14.6
RD013009,11/04/2024,07:58,ho chi minh city,DRV0128,RDR04161,economy,3.54,10.23,card,completed,5.2,3.2,2.0,no,21.1
RD005313,2024-04-24,16:22,ho chi minh city,DRV0138,RDR01892,economy,2.44,8.47,debit card,completed,0.0,2.6,1.0,no,7.7
RD012805,27/11/2024,16:13:01,jakarta,DRV0547,RDR00930,bike,4.76,9.32,cash,completed,5.2,3.0,1.2,yes,21.0
RD014056,2024-01-09,20:04:58,ho chi minh city,DRV0485,RDR04535,bike,1.8,5.46,cash,completed,4.7,4.6,1.0,no,8.9
RD006849,2024-05-08,08:34,singapore,DRV0502,RDR04055,premium,2.26,6.77,e-wallet,cancelled,4.8,4.9,1.2,no,9.8
RD004366,28/07/2024,15:04,manila,DRV0706,RDR01334,economy,12.24,22.4,cash,completed,4.8,5.1,1.8,no,62.1
RD001196,2024-03-24,15:27:32,bangkok,DRV0078,RDR03840,economy,9.09,14.79,cash,completed,5.2,4.2,1.2,no,33.1
RD012083,2024-02-11,02:57:04,ho chi minh city,DRV0769,RDR00660,economy,6.49,9.16,cash,completed,5.3,3.9,1.0,no,28.2
RD001424,2024-12-09,13:04:18,kuala lumpur,DRV0099,RDR03602,economy,1.45,3.19,card,completed,4.6,2.7,2.0,no,7.6
RD005478,2024-06-24,20:49:04,ho chi minh city,DRV0527,RDR02016,economy,5.11,12.87,wallet,completed,4.8,4.083542968433012,1.2,yes,30.9
RD000257,2024-02-27,21:31,kuala lumpur,DRV0657,RDR01848,motorbike,19.8,38.39,e-wallet,completed,0.7,3.8,1.0,no,74.4
RD012634,02/06/2024,12:02:08,jakarta,DRV0562,RDR00266,premium,9.76,15.74,cash,completed,5.0,3.8,2.5,no,43.6
RD013281,2024-08-14,01:30 AM,ho chi minh city,DRV0686,RDR01739,bike,5.8,15.87,e-wallet,completed,2.3,4.0,1.0,no,32.5
RD008413,02/10/2024,15:05:55,manila,DRV0057,RDR01885,economy,1.3,2.42,wallet,completed,5.0,5.3,2.0,no,7.8
RD014470,2024-07-21,02:48:26,ho chi minh city,DRV0205,RDR00029,premium,2.97,8.46,card,completed,4.1,4.7,1.0,no,21.5
RD008920,2024-11-14,07:23:37,jakarta,DRV0344,RDR01033,bike,7.74,15.04,credit card,completed,3.0,0.6,1.0,yes,33.0
RD010090,2024-04-22,15:05,singapore,DRV0504,RDR01901,premium,2.96,9.51,cash,cancelled,5.1,5.3,1.5,yes,13.5
RD012945,2024-04-17,18:15:13,bangkok,DRV0130,RDR02138,economy,3.31,8.34,cash,completed,4.327260710675685,4.1,1.0,yes,14.6
RD004485,09-18-2024,21:03:31,manila,DRV0158,RDR03914,premium,1.39,4.21,debit card,cancelled,5.1,4.4,1.2,no,21.4
RD014292,2024-07-29,08:07:35,bangkok,DRV0122,RDR02010,economy,12.45,19.96,e-wallet,completed,5.1,4.9,1.0,no,79.5
RD007516,2024-01-12,11:29,ho chi minh city,DRV0561,RDR02339,economy,0.57,0.62,debit card,completed,5.0,4.083542968433012,1.5,no,2.0
RD007071,01/09/2024,12:25 PM,kuala lumpur,DRV0514,RDR01457,premium,2.91,4.75,card,completed,3.3,3.8,1.2,yes,11.8
RD001233,29/11/2024,01:38:27,singapore,DRV0065,RDR04852,motorbike,4.82,8.49,card,completed,5.2,4.3,2.0,yes,20.5
RD009367,2024-12-05,07:55,manila,DRV0116,RDR01974,economy,4.09,11.08,card,completed,4.3,5.3,1.5,yes,18.5
RD005554,2024-03-15,10:40,bangkok,DRV0117,RDR00349,economy,1.55,5.39,cash,completed,5.3,4.2,1.0,no,1.0
RD002676,2024-09-29,15:11:49,singapore,DRV0477,RDR04431,economy,2.56,6.03,wallet,completed,3.9,5.4,1.2,yes,15.2
RD012492,2024-10-28,23:54:43,manila,DRV0682,RDR03761,premium,2.93,4.89,card,completed,3.8,5.2,1.0,no,14.2
RD000268,2024-05-22,09:34:33,jakarta,DRV0272,RDR00273,premium,0.46,5.37,cash,completed,3.3,4.8,1.2,yes,1.0
RD010740,04/01/2024,18:22:47,singapore,DRV0533,RDR04983,premium,4.51,7.57,cash,completed,5.3,1.8,1.5,no,25.5
RD005319,2024-12-10,17:54:46,bangkok,DRV0567,RDR02460,premium,5.43,12.32,e-wallet,completed,5.2,4.1,1.0,no,18.7
